idiom,meaning
초상 만나 ᆫ 집 과 같,걱정 과 비 애 속 에 잠기 어 아주 스산 하 고 서글프 ᆫ 분위기 이
촉각 을 곤두세우,정신 을 집중 하 고 신경 을 곤두세우 어 즉각 대응 하 ᆯ 태세 를 취하
촉수 를 뻗치,일정 하 ᆫ 목적 을 가지 고 어떤 대상 에 서서히 작용 을 미치
촐랑이 수염 같,매우 경망 스럽 게 까불 고 수다 를 떨
총 메 고 나서,무기 를 들 고 싸움 에 나서
총 을 메 고 나서,무기 를 들 고 싸움 에 나서
총각 딱지 를 떼,총각 이 처음 으로 동정 을 깨뜨리
총 대 메,아무 도 나서 서 맡 기 를 꺼리 는 공동 의 일 을 대표 로 맡
총 대 를 메,아무 도 나서 서 맡 기 를 꺼리 는 공동 의 일 을 대표 로 맡
추렴 들,남 들 이 말 하 는 데 한 몫 끼 어 말 하
추렴 을 들,남 들 이 말 하 는 데 한 몫 끼 어 말 하
출사 표 를 내,참가 의사 를 밝히
출사 표 를 던지,참가 의사 를 밝히
치 떨리,참 을 수 없이 몹시 분하 거나 지긋지긋 하
치 가 떨리,참 을 수 없이 몹시 분하 거나 지긋지긋 하
치 떨,몹시 분해 하 거나 지긋지긋 하 아 하
치 를 떨,몹시 분해 하 거나 지긋지긋 하 아 하
치감 이 고 내리감,아래 위 옷 을 모두 비단 으로 만 입 어서 온 몸 을 감 다시피 하
치도 곤 을 안기,화 를 입 게 하
치도 곤 을 먹이,화 를 입 게 하
치 를 틀,상투 를 틀
치마 폭 이 넓,남 의 일 에 쓸데없이 간섭 하 고 참견 하
치맛 자락 이 넓,남 의 일 에 쓸데없이 간섭 하 고 참견 하
치수 내,물건 따위 의 길 이 치수 를 정하
치수 를 내,물건 따위 의 길 이 치수 를 정하
치수 대,치수 를 재 어 정하
치수 를 대,치수 를 재 어 정하
칙사 대접,극진 하 고 융숭 하 ᆫ 대접
친정 일 가 같,남 이 지만 흉 허물 이 없
칠색 팔 색 하,매우 질색 을 하
칠색 팔 색 을 하,매우 질색 을 하
칠석 물 지,칠석 날 에 비 가 오 아서 큰 물 이 지
칠석 물 이 지,칠석 날 에 비 가 오 아서 큰 물 이 지
칠성 판 을 지,죽 음 을 무릅쓰 고 사지 에 들어가
침 놓,강하 게 알리 거나 요구 를 나타내 면서 꼼짝 못 하 게 하
침 주,강하 게 알리 거나 요구 를 나타내 면서 꼼짝 못 하 게 하
침 을 놓,강하 게 알리 거나 요구 를 나타내 면서 꼼짝 못 하 게 하
침 을 주,강하 게 알리 거나 요구 를 나타내 면서 꼼짝 못 하 게 하
침 뱉,아주 치사 스럽 게 생각 하 거나 더럽 게 여기 어 돌아보 지 도 아니하 고 멸시 하
침 을 뱉,아주 치사 스럽 게 생각 하 거나 더럽 게 여기 어 돌아보 지 도 아니하 고 멸시 하
침 삼키,몹시 탐내
침 흘리,몹시 탐내
침 을 삼키,몹시 탐내
침 을 흘리,몹시 탐내
침 바르 아 놓,자기 소유 이 ᄆ 을 표시 하
침식 을 잊,어떤 일 에 열중 하
침 이 마르,다른 사람 이나 물건 에 대하 여 거듭 하 아서 말 하
칼 갈,싸움 이나 침략 따위 를 준비 하
칼 벼리,싸움 이나 침략 따위 를 준비 하
칼 을 갈,싸움 이나 침략 따위 를 준비 하
칼 을 벼리,싸움 이나 침략 따위 를 준비 하
칼 맞,칼 로 침 을 당하
칼 을 맞,칼 로 침 을 당하
칼 먹이,화투 짝 을 절반 쯤 나누 어서 양 쪽 의 짝 이 서로 사이 사이 에 끼이 도록 고루 섞
칼 을 먹이,화투 짝 을 절반 쯤 나누 어서 양 쪽 의 짝 이 서로 사이 사이 에 끼이 도록 고루 섞
칼 쓰,죄인 이 칼 의 구멍 에 목 을 넣
칼 을 쓰,죄인 이 칼 의 구멍 에 목 을 넣
칼 씌우,죄인 이 칼 의 구멍 에 목 을 넣 게 하
칼 을 씌우,죄인 이 칼 의 구멍 에 목 을 넣 게 하
칼 품,살의 를 품
칼 을 품,살의 를 품
칼 을 빼 어 들,문제 를 해결 하 려고 하
칼 자루 잡,어떤 일 에 실제 적 이 ᆫ 권한 을 가지
칼 자루 쥐,어떤 일 에 실제 적 이 ᆫ 권한 을 가지
칼 자루 를 잡,어떤 일 에 실제 적 이 ᆫ 권한 을 가지
칼 자루 를 쥐,어떤 일 에 실제 적 이 ᆫ 권한 을 가지
칼 자루 를 휘두르,권력 을 사용 하
칼 춤 을 추,칼 을 가지 고 능숙 하 게 휘두르
코 빠지,근심 에 싸이 어 기 가 죽 고 맥 이 빠지
코 가 빠지,근심 에 싸이 어 기 가 죽 고 맥 이 빠지
코 세,남 의 말 을 잘 듣 지 않 고 고집 이 세
코 가 세,남 의 말 을 잘 듣 지 않 고 고집 이 세
코 가 꿰이,약점 이 잡히
코 가 납작 하 아 지,몹시 무안 을 당하 거나 기 가 죽 어 위신 이 뚝 떨어지
코 가 높,잘나 ᆫ 체하 고 뽐내 는 기세 가 있
코 가 땅 에 닿,머리 를 깊이 숙이
코 가 비뚤 어 지 게,몹시 취하 ᆯ 정도 로
코 가 비뚤 어 지,몹시 취하 ᆯ 정도 로
코 가 솟,뽐내 ᆯ 일 이 있 어 우쭐 하 아 지
코 가 우뚝 하,잘나 ᆫ 체하 며 거만 하 게 굴
코 값 을 하,대 장부 답 게 의젓 하 게 굴
코 끝 도 보 ᆯ 수 없,도무지 나타나 지 아니하 여 전혀 보 ᆯ 수 없
코 끝 도 안 보이 ᆫ다,도무지 모습 을 나타내 지 않
코끼리 비스킷,먹 으나 마나 하 ᆫ 매우 적 은 것
코 를 납작 하 게 만들,기 를 죽이
코 를 내,"뜨 개 질 에서 , 그물 이나 뜨개 질 실 로 코 를 만들"
코 를 잡,"뜨 개 질 에서 , 그물 이나 뜨개 질 실 로 코 를 만들"
코 를 떼,무안 을 당하 거나 핀잔 을 맞
코 빠뜨리,못 쓰 게 만들 거나 일 을 망치
코 를 빠뜨리,못 쓰 게 만들 거나 일 을 망치
코 를 싸쥐,무안 이나 핀잔 으로 얼굴 을 들 ᆯ 수 없 게 되
코 를 줍,"뜨 개 질 에서 , 소맷 부리 나 단 따위 의 가장 자리 코 를 바늘 로 걸 어 내"
코 를 쳐들,잘나 ᆫ 체하 며 우쭐대
코 먹 은 소리,코 가 막히 어서 콧 속 을 울리 어 나 는 소리
코 묻 은 돈,어린 아이 가 가지 ᆫ 적 은 돈
코 빼기 도 내밀 지 않,도무지 모습 을 나타내 지 않
코 빼기 도 나타나 지 않,도무지 모습 을 나타내 지 않
코 빼기 도 못 보,도무지 나타나 지 않 아 전혀 보 ᆯ 수 없
코 아래 입,매우 가깝 ᆫ 것
코 아래 진상,뇌물 이나 먹 을 것 을 바치 는 일
코 에 걸,무엇 을 자랑삼 아 내세우
코 웃음 치,남 을 깔보 고 비웃
코 웃음 을 치,남 을 깔보 고 비웃
코 침 주,사람 을 성나 게 하
코 침 을 주,사람 을 성나 게 하
코 크 ᆫ 소리,잘나 ᆫ 체 하 는 소리
코 털 세,일 이 뜻대로 되 지 아니하 여 마음 이 쓰이 고 애 가 타
코 털 이 세,일 이 뜻대로 되 지 아니하 여 마음 이 쓰이 고 애 가 타
코 피 터지,손해 나 손실 을 보
코 피 가 터지,손해 나 손실 을 보
콧 대 높,잘나 ᆫ 체하 고 뽐내 는 태도 가 있
콧 대 가 높,잘나 ᆫ 체하 고 뽐내 는 태도 가 있
콧 대 낮추,자신 의 자만 심 이나 자존 심 을 하 ᆫ 풀 꺾
콧 대 를 낮추,자신 의 자만 심 이나 자존 심 을 하 ᆫ 풀 꺾
콧 등 붓,일 이 마음대로 되 지 아니하 여 속 이 끓
콧 등 이 붓,일 이 마음대로 되 지 아니하 여 속 이 끓
콧 등 이 세,남 의 말 을 잘 듣 지 아니하 고 고집 이 매우 세
콧 등 이 시,매우 아니꼽
콧 등 이 시큰 하,어떤 일 에 감격 하 거나 슬프 어서 눈 물 이 나오 려 하
콧 방 맞,핀잔 을 맞
콧 방 을 맞,핀잔 을 맞
콧 방귀 를 뀌,아니꼽 거나 못 마땅 하 여 남 의 말 을 들 은 체 만 체 말 대꾸 를 아니 하
콧 잔등 이 간지럽,남 을 놀리 느라고 속이 고 도 그렇 지 아니하 ᆫ 체하 려니까 웃 음 을 참 기 가 어렵
콩 가루 되,완전히 망가지
콩 가루 가 되,완전히 망가지
콩 나물 박히,무엇 이 빼곡히 들어서
콩 노굿 일,콩 의 꽃 이 피
콩 대우 파,"이르 ᆫ 봄 에 보리 , 밀 , 조 따위 를 심 은 밭 이랑 사이 사이 에 콩 을 드문드문 호미 로 파 서 심"
콩 대우 를 파,"이르 ᆫ 봄 에 보리 , 밀 , 조 따위 를 심 은 밭 이랑 사이 사이 에 콩 을 드문드문 호미 로 파 서 심"
콩 밥 먹,감옥 살이 를 하
콩 밥 을 먹,감옥 살이 를 하
콩 밥 먹이,감옥 살이 를 하 게 감옥 으로 보내
콩 밥 을 먹이,감옥 살이 를 하 게 감옥 으로 보내
콩 밥 맛 을 보,감옥 살이 를 하
콩 밥 신세 를 지,감옥 살이 를 하
콩 볶,요란 하 게
콩 튀,몹시 화 가 나 서 펄펄 뛰
콩 튀 듯 팥 튀,몹시 화 가 나 서 펄펄 뛰
크 나 작,크 기 에 관계없이 어쨌든
큰 문 잡,존귀 하 ᆫ 사람 이 드나들 ᆯ 때 큰 문 을 열
큰 문 을 잡,존귀 하 ᆫ 사람 이 드나들 ᆯ 때 큰 문 을 열
큰 물 이 가,큰 비 가 내리 어 강 이나 개울 의 물 이 넘치 어 논 밭 을 휩쓸 고 지나가
큰 손 쓰,시세 에 영향 을 미치 ᆯ 정도 로 대 규모 의 거래 를 하
큰 손 을 쓰,시세 에 영향 을 미치 ᆯ 정도 로 대 규모 의 거래 를 하
크 ᆫ 집 드나들 ᆯ 듯,익숙 하 게 자주 드나들 ᆯ 듯이
큰 춤 보다,자신 을 위하 여 큰 춤 의 의식 이 베풀 어 지 는 영광 을 누리
큰 춤 을 보,자신 을 위하 여 큰 춤 의 의식 이 베풀 어 지 는 영광 을 누리
키 다투,키 가 빠르 ᆫ 속도 로 커지
키 를 다투,키 가 빠르 ᆫ 속도 로 커지
키 잡,일 이나 가야 하 ᆯ 곳 의 방향 을 잡
키 를 잡,일 이나 가야 하 ᆯ 곳 의 방향 을 잡
키 를 쓰,아이 가 밤 에 잠 을 자 다가 오줌 을 싸 서 이튿 날 아침 에 소금 을 얻 으러 다니 는 벌 을 받 기 위하 여 바가지 를 뒤집어쓰
타관 타,타향 에서 어울리 지 못하 아 이 기 를 펴 지 못하
타관 을 타,타향 에서 어울리 지 못하 아 이 기 를 펴 지 못하
타월 을 던지,싸우 ᆯ 뜻 을 잃
탄력 을 받,점차 증가 하 거나 많 아 지
탈 벗,거짓 으로 꾸미 ᆫ 모습 을 버리 고 본래 의 모습 을 드러내
탈 을 벗,거짓 으로 꾸미 ᆫ 모습 을 버리 고 본래 의 모습 을 드러내
탈 쓰,본색 이 드러나 지 않 게 가장 하
탈 을 쓰,본색 이 드러나 지 않 게 가장 하
탈 이 자배기 만큼 나 았,일 이 크 게 벌어지 었
탕개 치,동인 물건 을 탕개 로 팽팽 하 게 하
탕개 를 치,동인 물건 을 탕개 로 팽팽 하 게 하
탕개 틀,탕갯 줄 을 틀 어 동이 ᆫ 물건 을 죄
탕개 를 틀,탕갯 줄 을 틀 어 동이 ᆫ 물건 을 죄
태 먹,물건 이 깨지 어서 금 이 가
태 를 먹,물건 이 깨지 어서 금 이 가
태 깔 나,맵시 있 는 태도 가 보이
태 깔 이 나,맵시 있 는 태도 가 보이
태 를 치,몹시 세 게 태 질 을 하
태엽 이 풀리,긴장 따위 가 풀리 어 몸 과 마음 이 느슨 하 아 지
탯 줄 잡 듯 하,무엇 을 잔뜩 붙잡
턱 대,어떤 사람 을 믿 고 의지 로 삼
턱 을 대,어떤 사람 을 믿 고 의지 로 삼
턱 을 까불,사람 이 죽 을 때 숨 을 모으 느라고 턱 을 떨
털 끝 도 못 건드리 게 하,조금 도 손 을 대 지 못하 게 하
토 달,어떤 말 끝 에 그 말 에 대하 여 덧붙이 어 말 하
토 를 달,어떤 말 끝 에 그 말 에 대하 여 덧붙이 어 말 하
톡톡 털,가지 고 있 는 돈 을 다 내놓
통 자 넣,누구 가 오 았 노라고 알리 어 면회 를 청하
통 자 를 넣,누구 가 오 았 노라고 알리 어 면회 를 청하
퇴 놓,물건 이나 의견 따위 를 받아들이 지 아니하 고 물리치
퇴 를 놓,물건 이나 의견 따위 를 받아들이 지 아니하 고 물리치
퇴김 주,"연 날리기 에서 , 통 줄 을 주 어서 열 ᆫ 머리 를 그루 박 게 하"
퇴김 을 주,"연 날리기 에서 , 통 줄 을 주 어서 열 ᆫ 머리 를 그루 박 게 하"
퇴박 놓,마음 에 들 지 아니하 여 물리치 거나 거절 하
퇴박 을 놓,마음 에 들 지 아니하 여 물리치 거나 거절 하
퇴 짜 놓,물건 이나 의견 따위 를 받아들이 지 아니하 고 물리치
퇴 짜 를 놓,물건 이나 의견 따위 를 받아들이 지 아니하 고 물리치
퇴 짜 맞,바치 는 물건 이나 제기 하 는 의견 따위 가 거절 을 당하
퇴 짜 를 맞,바치 는 물건 이나 제기 하 는 의견 따위 가 거절 을 당하
튀김 을 주,"연 날리기 에서 , 통 줄 을 주 어서 열 ᆫ 머리 를 그루 박 게 하"
튀 밥 튀기,과장 하
트집 걸,공연히 조그맣 ᆫ 흠 집 을 들추어내 거나 없 는 흠 집 을 만들 어서 말 을 하 거나 문제 를 일으키
트집 을 걸,공연히 조그맣 ᆫ 흠 집 을 들추어내 거나 없 는 흠 집 을 만들 어서 말 을 하 거나 문제 를 일으키
트집 잡,조그맣 ᆫ 흠 집 을 들추어내 거나 없 는 흠 집 을 만들
트집 을 잡,조그맣 ᆫ 흠 집 을 들추어내 거나 없 는 흠 집 을 만들
틀 잡,일정 하 ᆫ 형태 나 구성 을 갖추
틀 을 잡,일정 하 ᆫ 형태 나 구성 을 갖추
틀 잡히,격 에 어울리 게 틀 이 갖추 어 지
틀 이 잡히,격 에 어울리 게 틀 이 갖추 어 지
티 뜯,공연히 결점 을 찾아내 어 자꾸 시비 를 걸
티 를 뜯,공연히 결점 을 찾아내 어 자꾸 시비 를 걸
파 김치 되,몹시 지치 어서 기운 이 아주 느른 하 게 되
파 김치 가 되,몹시 지치 어서 기운 이 아주 느른 하 게 되
파리 날리,영업 이나 사업 따위 가 잘 안 되 어 한가 하
파리 를 날리,영업 이나 사업 따위 가 잘 안 되 어 한가 하
파리 목 숨,남 에게 손쉽 게 죽 음 을 당하 ᆯ 만큼 보잘것없 는 목 숨
파리 발 드리,손 을 싹싹 비비 며 애걸 하
파리 잡,힘 들 이 지 아니하 고 죽이 어 없애
파리 족 통 만 하,매우 희미 하 고 작
파방 치,살 던 살림 을 그만 집어치우
파방 을 치,살 던 살림 을 그만 집어치우
파 밭 밟,조심 스럽 게 발 을 옮기
판 돈 떼,노름 판 을 벌이 고 돈 을 딴 사람 에게서 얼마 씩 떼 어 가지
판 돈 을 떼,노름 판 을 벌이 고 돈 을 딴 사람 에게서 얼마 씩 떼 어 가지
판 밖 의 사람,그 일 에 관계 가 없 는 사람
판 에 박 은 듯 하,사물 의 모양 이 같 거나 똑같 은 일 이 되 풀이 되
판 에 박 은 말,새롭 ᆫ 정보 가 없 고 한결 같 은 말
판 에 박히,말 과 행동 을 정하 아 지 ᆫ 격식 대로 반복 하 여 진부 하
판 을 거듭 하,이미 출판 하 ᆫ 책 을 같 은 판 을 쓰 어서 다시 찍 어 내
판장 이 되,늙 고 병들 어 거의 죽 게 되
팔뚝 을 뽐내,팔뚝 을 드러내 어 힘 을 자랑 하
팔 소매 를 걷,어떤 일 에 뛰어들 어 적극 적 으로 일 하 ᆯ 태세 를 갖추
팔 소매 를 걷어붙이,어떤 일 에 뛰어들 어 적극 적 으로 일 하 ᆯ 태세 를 갖추
팔 을 걷어붙이,어떤 일 에 뛰어들 어 적극 적 으로 일 하 ᆯ 태세 를 갖추
팔자 늘어지,근심 이나 걱정 따위 가 없 고 사 는 것 이 편안 하
팔자 가 늘어지,근심 이나 걱정 따위 가 없 고 사 는 것 이 편안 하
팔자 고치,가난 하 던 사람 이 잘 살 게 되
팔자 를 고치,가난 하 던 사람 이 잘 살 게 되
팔자 에 없,분수 에 넘치 어 어울리 지 아니하
팔짱 끼 고 보,앞 에서 벌어지 고 있 는 일 을 나서 서 해결 하 려 하 지 아니하 고 보 고 만 있
팔짱 을 끼 고 보,앞 에서 벌어지 고 있 는 일 을 나서 서 해결 하 려 하 지 아니하 고 보 고 만 있
팥 노굿 일,팥 꽃 이 피
팥 대우 파,"초 봄 에 , 보리 나 밀 을 심 은 밭 이랑 에 호미 로 파 서 팥 을 드문드문 심"
팥 대우 를 파,"초 봄 에 , 보리 나 밀 을 심 은 밭 이랑 에 호미 로 파 서 팥 을 드문드문 심"
패 떼,"골패 , 화투 따위 를 가지 고 패 를 맞추 어서 나누"
패 를 떼,"골패 , 화투 따위 를 가지 고 패 를 맞추 어서 나누"
패 를 잡,노름 판 에서 물주 가 되
패 를 차,남 이 지목 하 ᆯ 것 을 각오 하
패 를 채우,좋 지 못하 ᆫ 일 로 남 에게 별명 을 붙이
펜 대 놀리,글 을 작성 하 는 일 에 종사 하
펜 대 굴리,글 을 작성 하 는 일 에 종사 하
펜 대 를 놀리,글 을 작성 하 는 일 에 종사 하
펜 대 를 굴리,글 을 작성 하 는 일 에 종사 하
평생 을 맡기,여자 가 결혼 을 하
폐부 에 새기,가슴 에 새기
포문 을 열,상대 편 을 공격 하 는 발언 을 시작 하
포흠 을 지,관청 의 물건 을 사사로이 쓰 어 없애
폼 잡,뽐내 는 티 를 짐짓 겉 으로 드러내
폼 을 잡,뽐내 는 티 를 짐짓 겉 으로 드러내
폼 재,으쓱거리 고 뽐내 는 티 를 짐짓 겉 으로 드러내
폼 을 재,으쓱거리 고 뽐내 는 티 를 짐짓 겉 으로 드러내
표 를 던지,표 로써 선거 권 을 행사 하
표리 가 없,말 과 행동 이 속 마음 과 똑같
표리 가 있,말 과 행동 이 속 마음 과 다르
푸줏 간 에 든,궁지 에서 벗어나 ᆯ 수 없 는 처지
풀 아서 이,풀 을 먹이 어 피륙 이 빳빳 하 아 지
풀 이 아서 이,풀 을 먹이 어 피륙 이 빳빳 하 아 지
풀 죽,풀 기 가 빠지 어서 빳빳 하 지 아니하 게 되
풀 이 죽,풀 기 가 빠지 어서 빳빳 하 지 아니하 게 되
품 갚,남 에게 받 은 품 을 돌려주 기 위하 여 상대 에게 품 을 제공 하
품 을 갚,남 에게 받 은 품 을 돌려주 기 위하 여 상대 에게 품 을 제공 하
품 을 메,어떤 사정 으로 그 날 하 던 일 을 도중 에서 그만두
풋 나물 먹,무엇 을 아깝 ᆫ 줄 모르 고 마구 먹 어 치우
풍류 잡히,풍류 를 연주 하 게 하
풍류 를 잡히,풍류 를 연주 하 게 하
풍악 잡히,풍악 을 아뢰 거나 연주 하 게 하
풍악 을 잡히,풍악 을 아뢰 거나 연주 하 게 하
풍운 의 뜻,입신 출세 하 여 큰 일 을 이룩 하 려는 희망
피 끓,기분 이나 감정 따위 가 북받치 어 오르
피 가 끓,기분 이나 감정 따위 가 북받치 어 오르
피 토하,격렬 하 ᆫ 의분 을 터뜨리
피 를 토하,격렬 하 ᆫ 의분 을 터뜨리
피 가 거꾸로 솟,매우 흥분 하
피 가 거꾸로 돌,매우 흥분 하
피 가 되 고 살 이 되,크 ᆫ 도움 이 되
피 가 뜨겁,의지 나 의 욕 따위 가 매우 강하
